Time,YPN2_avg_value,Temp,Humid,Pressure
2019-03-21 14:00:00,22.0,12.2999997,61.44328985001681,1016.25
2019-03-21 15:00:00,22.2,13.6000004,41.96009346835972,1027.5
2019-03-21 16:00:00,22.3,14.900000600000002,40.9497187647463,1011.4499817000001
2019-03-21 17:00:00,22.3,14.900000600000002,40.9497187647463,1011.4499817000001
2019-03-21 18:00:00,22.5,9.0,60.47858890041005,1029.0
2019-03-21 19:00:00,22.45,11.0,78.93139702824973,1011.0
2019-03-21 20:00:00,22.33333333333333,10.39999985,80.23434578103985,1017.4499817000001
2019-03-21 21:00:00,22.2,14.7000003,51.52398969203079,1016.6499939
2019-03-21 22:00:00,22.15,13.2999997,58.103612705543966,1008.3999939
2019-03-21 23:00:00,22.1,16.3999996,40.87725309526037,1011.6499939
2019-03-22 00:00:00,22.03333333333333,11.75,58.38537267556015,1016.3500061
2019-03-22 01:00:00,21.9,8.700000300000001,75.58685908156795,1013.75
2019-03-22 03:00:00,21.83333333333333,9.3999996,93.19293310726633,1015.5
2019-03-22 04:00:00,21.85,12.0,67.93607329317865,1015.4500122
2019-03-22 05:00:00,21.9,8.700000300000001,75.58685908156795,1013.75
2019-03-22 06:00:00,21.8,8.3999996,70.11527855462818,1030.6999512
2019-03-22 07:00:00,21.7,9.6999998,31.004279098896422,1021.6499939
2019-03-22 08:00:00,21.633333333333336,11.75,93.27385670698217,1012.8999939
2019-03-22 09:00:00,21.5,9.8000002,68.89605526385033,1029.5999756
2019-03-22 11:00:00,21.566666666666663,8.0,62.53931329779715,1021.3999633999999
2019-03-22 13:00:00,21.78,12.700000300000001,50.27872596390111,1018.7999878
2019-03-22 14:00:00,22.03333333333333,11.75,58.38537267556015,1016.3500061
2019-03-22 15:00:00,22.15,13.2999997,58.103612705543966,1008.3999939
2019-03-22 16:00:00,22.15,13.2999997,58.103612705543966,1008.3999939
2019-03-22 17:00:00,22.3,14.900000600000002,40.9497187647463,1011.4499817000001
2019-03-22 19:00:00,22.366666666666664,12.3499999,80.5151897855483,1016.2999878
2019-03-22 20:00:00,22.33333333333333,10.39999985,80.23434578103985,1017.4499817000001
2019-03-22 21:00:00,22.15,13.2999997,58.103612705543966,1008.3999939
2019-03-22 22:00:00,22.15,13.2999997,58.103612705543966,1008.3999939
2019-03-22 23:00:00,21.96666666666667,11.1999998,70.27547109116395,1016.2000122
2019-03-23 00:00:00,21.8,12.399999600000001,51.67175800472877,1026.1499634
2019-03-23 01:00:00,21.6,9.60000015,55.820081193217945,1025.2999878
2019-03-23 03:00:00,21.54,5.1999999500000005,81.46554166906458,1019.6499939
2019-03-23 05:00:00,21.55,10.70000005,61.35468853426558,1019.8000182999999
2019-03-23 06:00:00,21.6,5.5999999,75.35261251388627,1026.6999512
2019-03-23 07:00:00,21.6,9.60000015,55.820081193217945,1025.2999878
2019-03-23 08:00:00,21.7,9.6999998,31.004279098896422,1021.6499939
2019-03-23 09:00:00,21.6,13.6000004,36.287549872549626,1023.9000244
2019-03-23 10:00:00,21.7,9.6999998,31.004279098896422,1021.6499939
2019-03-23 12:00:00,21.8,16.3999996,33.228237454829376,1021.5999756
2019-03-23 14:00:00,21.9,8.700000300000001,75.58685908156795,1013.75
2019-03-23 15:00:00,21.96666666666667,11.1999998,70.27547109116395,1016.2000122
2019-03-23 16:00:00,22.1,16.3999996,40.87725309526037,1011.6499939
2019-03-23 17:00:00,22.2,14.7000003,51.52398969203079,1016.6499939
2019-03-23 18:00:00,22.133333333333336,5.79999995,62.28703492481977,1018.7999878
2019-03-23 20:00:00,21.95,7.29999995,84.00047568148425,1018.9500122
2019-03-23 21:00:00,21.8,12.399999600000001,51.67175800472877,1026.1499634
2019-03-23 22:00:00,21.666666666666668,11.0999999,68.44575163453631,1020.0
2019-03-23 23:00:00,21.48,7.39999985,82.59865137078278,1014.6500243999999
2019-03-24 00:00:00,21.3,8.79999995,77.35655949367904,1020.25
2019-03-24 01:00:00,21.2,8.3499999,79.59204741000377,1019.5
2019-03-24 02:00:00,21.1,8.50000025,56.50671553912915,1022.5
2019-03-24 07:00:00,21.2,8.3499999,79.59204741000377,1019.5
2019-03-24 08:00:00,21.3,8.79999995,77.35655949367904,1020.25
2019-03-24 09:00:00,21.45,13.6000004,40.17997407760489,1021.9000244
2019-03-24 10:00:00,21.45,13.7000003,58.37599803756653,1019.9000244
2019-03-24 11:00:00,21.65,8.8000002,79.88927668218301,1021.25
2019-03-24 12:00:00,21.75,17.0,34.360283268538744,1019.7999878
2019-03-24 13:00:00,21.766666666666666,18.8000002,42.55591236998153,1016.4500122
2019-03-24 15:00:00,22.0,12.2999997,61.44328985001681,1016.25
2019-03-24 16:00:00,22.03333333333333,11.75,58.38537267556015,1016.3500061
2019-03-24 17:00:00,22.066666666666663,11.9000001,48.429978788944865,1019.8999939
2019-03-24 18:00:00,21.950000000000003,7.29999995,84.00047568148425,1018.9500122
2019-03-24 19:00:00,21.85,12.0,67.93607329317865,1015.4500122
2019-03-24 20:00:00,21.75,18.3000002,30.819333944577952,1015.3500061
2019-03-24 21:00:00,21.633333333333336,11.75,93.27385670698217,1012.8999939
2019-03-24 22:00:00,21.53333333333333,4.60000005,90.35745353015443,1019.9499817000001
2019-03-24 23:00:00,21.32,12.3000002,80.6422967647088,1016.7000122
2019-03-25 00:00:00,21.15,11.50000025,52.168395886414956,1019.9500122
2019-03-25 01:00:00,21.1,8.50000025,56.50671553912915,1022.5
2019-03-25 02:00:00,21.04,7.1500001,79.07248113299072,1016.25
2019-03-25 05:00:00,21.05,5.0,90.23212767604556,1011.1500243999999
2019-03-25 06:00:00,21.1,6.4000001,88.19584593765555,1019.0999756
2019-03-25 07:00:00,21.2,8.3499999,79.59204741000377,1019.5
2019-03-25 08:00:00,21.35,10.049999699999999,58.59535847551736,1019.4500122
2019-03-25 10:00:00,21.55,10.70000005,61.35468853426558,1019.8000182999999
2019-03-25 12:00:00,21.75,19.6000004,27.27838462061716,1010.9000244
2019-03-25 13:00:00,21.95,7.29999995,84.00047568148425,1018.9500122
2019-03-25 14:00:00,22.1,16.3999996,40.87725309526037,1011.6499939
2019-03-25 15:00:00,22.2,14.7000003,51.52398969203079,1016.6499939
2019-03-25 17:00:00,22.25,12.5999999,54.70672373585759,1014.9499817000001
2019-03-25 19:00:00,22.133333333333336,5.79999995,62.28703492481977,1018.7999878
2019-03-25 20:00:00,22.360000000000003,9.25000025,72.54002741866239,1015.9500122
2019-03-25 21:00:00,22.18,11.39999985,62.89076986097264,1017.25
2019-03-25 22:00:00,21.95,7.29999995,84.00047568148425,1018.9500122
2019-03-25 23:00:00,21.766666666666666,18.8000002,42.55591236998153,1016.4500122
2019-03-26 00:00:00,21.65,8.8000002,79.88927668218301,1021.25
2019-03-26 01:00:00,21.666666666666668,11.0999999,68.44575163453631,1020.0
2019-03-26 02:00:00,21.65,8.8000002,79.88927668218301,1021.25
2019-03-26 04:00:00,21.76,7.850000400000001,48.35503384194033,1022.9500122
2019-03-26 06:00:00,21.9,7.8000002,77.30777060762004,1012.2000122
2019-03-26 07:00:00,21.9,8.700000300000001,75.58685908156795,1013.75
2019-03-26 08:00:00,21.85,12.0,67.93607329317865,1015.4500122
2019-03-26 09:00:00,22.0,13.3999996,37.859524288464186,1011.4000244
2019-03-26 10:00:00,22.0,12.2999997,61.44328985001681,1016.25
2019-03-26 11:00:00,22.1,16.3999996,40.87725309526037,1011.6499939
2019-03-26 12:00:00,21.785714285714285,16.2000008,29.303106767931915,1011.0
2019-03-26 13:00:00,22.25,12.5999999,54.70672373585759,1014.9499817000001
2019-03-26 14:00:00,22.316666666666663,8.200000300000001,58.055402720289095,1011.8000182999999
2019-03-26 15:00:00,22.366666666666664,12.3499999,80.5151897855483,1016.2999878
2019-03-26 16:00:00,22.46666666666667,9.3499999,55.933557691280605,1004.3999939
2019-03-26 17:00:00,22.45,11.0,78.93139702824973,1011.0
2019-03-26 18:00:00,22.383333333333336,14.9000001,61.06114657293752,1016.4500122
2019-03-26 19:00:00,22.25,12.5999999,54.70672373585759,1014.9499817000001
2019-03-26 20:00:00,22.433333333333334,14.0,84.18402448699189,1019.6499939
2019-03-26 21:00:00,22.25,12.5999999,54.70672373585759,1014.9499817000001
2019-03-26 22:00:00,22.05,17.2000003,44.65699425139403,1011.2999878
2019-03-26 23:00:00,21.933333333333334,11.0999999,45.56582524370197,1015.6500244
2019-03-27 00:00:00,21.75,18.3000002,30.819333944577952,1015.3500061
2019-03-27 01:00:00,21.633333333333336,11.75,93.27385670698217,1012.8999939
2019-03-27 02:00:00,21.55,10.70000005,61.35468853426558,1019.8000182999999
2019-03-27 04:00:00,21.66,11.5999999,71.05735094157991,1019.8500061
2019-03-27 05:00:00,21.75,18.3000002,30.819333944577952,1015.3500061
2019-03-27 06:00:00,21.8,5.5999999,46.37614039352732,1022.7000122
2019-03-27 07:00:00,21.7,9.6999998,31.004279098896422,1021.6499939
2019-03-27 08:00:00,21.633333333333336,11.75,93.27385670698217,1012.8999939
2019-03-27 12:00:00,21.7,11.0,34.294209650962536,1021.5
2019-03-27 13:00:00,21.6,9.60000015,55.820081193217945,1025.2999878
2019-03-27 14:00:00,21.65,8.8000002,79.88927668218301,1021.25
2019-03-27 17:00:00,21.666666666666668,11.0999999,68.44575163453631,1020.0
2019-03-27 20:00:00,21.9,8.700000300000001,75.58685908156795,1013.75
2019-03-27 21:00:00,21.75,18.3000002,30.819333944577952,1015.3500061
2019-03-27 23:00:00,21.640000000000004,11.75,93.27385670698217,1012.8999939
2019-03-28 00:00:00,21.55,10.70000005,61.35468853426558,1019.8000182999999
2019-03-28 01:00:00,21.55,10.70000005,61.35468853426558,1019.8000182999999
2019-03-28 03:00:00,21.7,9.6999998,31.004279098896422,1021.6499939
2019-03-28 04:00:00,21.8,12.399999600000001,51.67175800472877,1026.1499634
2019-03-28 05:00:00,21.9,8.700000300000001,75.58685908156795,1013.75
2019-03-28 06:00:00,21.95,7.4000001,74.0356822938047,1024.3000488
2019-03-28 07:00:00,21.9,8.700000300000001,75.58685908156795,1013.75
2019-03-28 08:00:00,21.85,12.0,67.93607329317865,1015.4500122
2019-03-28 09:00:00,21.7,7.1999998,66.00206935216832,1025.0
2019-03-28 11:00:00,21.7,9.6999998,31.004279098896422,1021.6499939
2019-03-28 12:00:00,21.6,9.6000004,54.03346356442263,1024.5
2019-03-28 13:00:00,21.366666666666664,10.0999999,80.55218866848551,1017.4500122
2019-03-28 14:00:00,21.33333333333333,9.5499997,44.23841465062633,1019.0
2019-03-28 16:00:00,21.28,7.79999995,30.85714290054485,1026.6500244
2019-03-28 17:00:00,21.35,10.049999699999999,58.59535847551736,1019.4500122
2019-03-28 19:00:00,21.33333333333333,9.5499997,44.23841465062633,1019.0
2019-03-28 20:00:00,21.4,7.75000025,75.49578446047143,1016.8500061
2019-03-28 21:00:00,21.45,13.7000003,58.37599803756653,1019.9000244
2019-03-28 22:00:00,21.3,8.79999995,77.35655949367904,1020.25
2019-03-28 23:00:00,21.2,8.3499999,79.59204741000377,1019.5
2019-03-29 00:00:00,21.1,8.50000025,56.50671553912915,1022.5
2019-03-29 01:00:00,21.15,11.50000025,52.168395886414956,1019.9500122
2019-03-29 02:00:00,21.05,5.0,90.23212767604556,1011.1500243999999
2019-03-29 05:00:00,21.1,8.50000025,56.50671553912915,1022.5
2019-03-29 06:00:00,21.25,2.5999999,65.07593999640882,1028.0
2019-03-29 07:00:00,21.1,8.50000025,56.50671553912915,1022.5
2019-03-29 08:00:00,21.16,15.0,53.55377546668689,1017.3999939
2019-03-29 09:00:00,21.1,10.6000004,24.817585140602752,1025.9000244
2019-03-29 11:00:00,21.15,11.50000025,52.168395886414956,1019.9500122
2019-03-29 12:00:00,21.03333333333333,12.1999998,21.28257662682928,1022.9000244
2019-03-29 13:00:00,21.2,8.3499999,79.59204741000377,1019.5
2019-03-29 14:00:00,21.35,10.049999699999999,58.59535847551736,1019.4500122
2019-03-29 15:00:00,21.35,13.3999996,22.59019082675115,1020.0
2019-03-29 16:00:00,21.5,9.0,74.7929013615585,1024.2999878
2019-03-29 17:00:00,21.6,9.60000015,55.820081193217945,1025.2999878
2019-03-29 18:00:00,21.7,8.3999996,27.71434854683031,1021.7999878
2019-03-29 20:00:00,21.72857142857143,5.0500002,52.5833478720993,1015.3999939
2019-03-29 21:00:00,21.65,8.8000002,79.88927668218301,1021.25
2019-03-29 22:00:00,21.45,13.7000003,58.37599803756653,1019.9000244
2019-03-29 23:00:00,21.33333333333333,9.5499997,44.23841465062633,1019.0
2019-03-30 00:00:00,21.2,8.3499999,79.59204741000377,1019.5
2019-03-30 01:00:00,21.1,8.50000025,56.50671553912915,1022.5
2019-03-30 02:00:00,21.0,9.24999975,89.27392903561348,1017.9500122
2019-03-30 03:00:00,21.066666666666663,2.7500001000000003,58.21795301353812,1024.5
2019-03-30 04:00:00,21.05,5.0,90.23212767604556,1011.1500243999999
2019-03-30 05:00:00,21.05,5.0,90.23212767604556,1011.1500243999999
2019-03-30 06:00:00,21.3,6.0,36.16221053053154,1024.1999512
2019-03-30 07:00:00,21.360000000000003,9.3499999,81.22299466970414,1015.9500122
2019-03-30 08:00:00,21.46666666666667,6.5999999,71.56098753260396,1022.25
2019-03-30 09:00:00,21.55,11.6000004,35.75885534644528,1022.0
